image,dp_pupil,r_pupil,dp_iris,r_iris,dp_eyelid,dist_eyelid,TP,FP,FN,precision,recall,f1
028/R/S1028R06.jpg,1.2,20,1.2,20,1.5,200,1,0,3,1.0,0.25,0.4
028/R/S1028R07.jpg,1.2,20,1.2,20,1.2,200,1,1,3,0.5,0.25,0.3333333333333333
028/R/S1028R08.jpg,1.2,30,1.2,20,1.2,150,1,1,3,0.5,0.25,0.3333333333333333
028/R/S1028R09.jpg,1.5,50,1.2,20,1.2,200,1,1,3,0.5,0.25,0.3333333333333333
028/R/S1028R10.jpg,1.2,20,1.2,20,1.2,150,1,1,3,0.5,0.25,0.3333333333333333
029/L/S1029L09.jpg,1.2,20,1.2,20,1.2,150,1,1,3,0.5,0.25,0.3333333333333333
029/R/S1029R01.jpg,1.2,20,1.2,20,1.2,150,1,1,3,0.5,0.25,0.3333333333333333
029/R/S1029R02.jpg,1.2,20,1.2,20,1.2,150,1,1,3,0.5,0.25,0.3333333333333333
029/R/S1029R03.jpg,1.2,20,1.2,20,1.2,200,1,1,3,0.5,0.25,0.3333333333333333
029/R/S1029R04.jpg,1.2,20,1.2,20,1.2,150,1,1,3,0.5,0.25,0.3333333333333333
029/R/S1029R05.jpg,1.2,20,1.2,50,1.2,150,1,1,3,0.5,0.25,0.3333333333333333
029/R/S1029R06.jpg,1.2,20,1.2,20,1.2,150,1,1,3,0.5,0.25,0.3333333333333333
029/R/S1029R07.jpg,1.2,30,1.2,20,1.2,150,1,1,3,0.5,0.25,0.3333333333333333
029/R/S1029R08.jpg,1.2,20,1.2,20,1.2,150,1,1,3,0.5,0.25,0.3333333333333333
029/R/S1029R09.jpg,1.5,20,1.2,20,1.2,150,1,1,3,0.5,0.25,0.3333333333333333
029/R/S1029R10.jpg,1.2,20,1.2,20,1.2,150,1,1,3,0.5,0.25,0.3333333333333333
030/L/S1030L01.jpg,1.2,20,1.2,30,1.2,150,1,1,3,0.5,0.25,0.3333333333333333
030/L/S1030L02.jpg,1.2,20,1.5,20,1.2,150,2,0,2,1.0,0.5,0.6666666666666666
030/L/S1030L03.jpg,1.2,20,1.2,20,1.2,200,1,1,3,0.5,0.25,0.3333333333333333
030/L/S1030L05.jpg,1.2,20,1.2,30,1.2,150,1,1,3,0.5,0.25,0.3333333333333333
030/L/S1030L06.jpg,1.2,20,1.2,20,1.2,200,1,1,3,0.5,0.25,0.3333333333333333
030/L/S1030L07.jpg,1.2,20,1.2,30,1.2,200,1,1,3,0.5,0.25,0.3333333333333333
030/L/S1030L08.jpg,1.2,20,1.2,30,1.2,150,1,1,3,0.5,0.25,0.3333333333333333
030/L/S1030L09.jpg,1.2,20,1.2,30,1.2,150,1,1,3,0.5,0.25,0.3333333333333333
030/L/S1030L10.jpg,1.2,20,1.2,20,1.2,150,1,2,3,0.3333333333333333,0.25,0.28571428571428575
030/R/S1030R01.jpg,1.2,20,1.2,20,1.2,200,1,1,3,0.5,0.25,0.3333333333333333
030/R/S1030R07.jpg,1.2,20,1.2,30,1.2,150,1,0,3,1.0,0.25,0.4
